S#,SNAME,SEX,BDATE,HEIGHT,DORM
01032496,韩清扬,男,2002-12-01,1.77,东11舍610
01032497,申云逸,男,2003-12-12,1.62,东8舍725
01032498,刘彤彤,女,2004-11-08,1.79,东12舍603
01032499,吴庚键,男,2003-03-05,1.7,东11舍306
01032500,索成,男,2003-07-27,1.75,东11舍708
01032501,韩璐,女,2004-02-14,1.62,东19舍501
01032502,王璞珏,男,2004-01-05,1.78,东17舍820
01032503,张楚晗,女,2003-09-30,1.72,东19舍417
01032504,刘斯敏,男,2003-10-03,1.64,东10舍807
01032505,邓谦,男,2002-01-26,1.71,东14舍812
01032506,邱月青,女,2004-08-11,1.88,东4舍610
01032507,张含,女,2005-01-15,1.66,东5舍720
01032508,张振颖,男,2005-09-17,1.67,东12舍225
01032509,王晓栋,男,2005-08-18,1.59,东20舍628
01032510,郭俊贤,男,2003-05-20,1.73,东7舍921
01032511,陈晓兰,女,2004-05-18,1.65,东8舍229
01032512,林晶晶,女,2004-10-25,1.8,东2舍433
01032513,张沐,女,2005-10-16,1.71,东1舍322
01032514,韩娟,女,2003-08-19,1.76,东17舍432
01032515,蔡蕴,女,2005-08-20,1.71,东14舍924
01032516,王玲,女,2003-12-08,1.9,东20舍816
01032517,姚璐璐,女,2002-03-01,1.79,东5舍226
01032518,梁凯超,男,2003-06-13,1.79,东19舍624
01032519,李磊,男,2003-09-09,1.75,东6舍309
01032520,张钰,女,2003-10-01,1.73,东5舍914
01032521,吕默,女,2002-01-14,1.78,东12舍223
01032522,马蕴哲,男,2002-10-19,1.7,东21舍402
01032523,王宇彤,女,2002-12-15,1.83,东15舍211
01032524,罗韬堃,男,2004-08-26,1.67,东14舍333
01032525,李宇凡,女,2005-08-14,1.77,东4舍114
01032526,尚文思琦,女,2002-09-17,1.75,东20舍133
01032527,樊泽,男,2003-02-21,1.9,东17舍628
01032528,李子桦,男,2004-04-09,1.85,东3舍232
01032529,时静,女,2003-12-07,1.61,东7舍504
01032530,侯林涛,男,2002-07-11,1.6,东14舍306
01032531,李辰聪,女,2003-10-24,1.81,东10舍605
01032532,张潇潇,女,2002-11-08,1.89,东4舍319
01032533,栗菲,男,2005-12-30,1.71,东4舍226
01032534,张宸绪,男,2002-01-19,1.72,东13舍718
01032535,谢佩辰,男,2004-01-02,1.89,东3舍128
01032536,赖思宇,女,2002-01-12,1.61,东12舍718
01032537,古钦晖,女,2005-03-07,1.7,东4舍821
01032538,陈绍瀚,男,2004-10-08,1.88,东21舍901
01032539,江昊懋,男,2005-12-28,1.74,东13舍110
01032540,陈月,女,2002-01-05,1.83,东18舍133
01032541,程先柳,男,2005-03-17,1.84,东21舍814
01032542,赵克纬,男,2005-10-17,1.67,东3舍603
01032543,丁月文,女,2003-08-27,1.61,东13舍531
01032544,王玥心怡,女,2005-01-07,1.9,东1舍819
01032545,赵茜,女,2005-01-22,1.83,东12舍801
01032546,陈亭艺,女,2003-07-07,1.65,东2舍521
01032547,张楠,女,2005-06-13,1.72,东10舍817
01032548,李逸,男,2002-04-02,1.67,东11舍217
01032549,李文正,男,2003-12-21,1.69,东19舍620
01032550,袁航,男,2005-09-10,1.79,东9舍821
01032551,刘悄然,女,2005-04-15,1.76,东19舍926
01032552,陶野,男,2005-04-16,1.83,东14舍215
01032553,许一鸣,女,2002-02-11,1.88,东6舍629
01032554,叶子豪,男,2004-11-01,1.87,东18舍212
01032555,侯俊杰,男,2002-05-05,1.83,东4舍812
01032556,张甜畅,女,2005-05-06,1.82,东9舍417
01032557,周承东,女,2004-06-15,1.65,东1舍518
01032558,傅颖新,女,2002-09-15,1.81,东16舍408
01032559,林奇漫,女,2005-08-17,1.84,东18舍433
01032560,李融,女,2005-01-21,1.74,东3舍129
01032561,韩琦,女,2003-10-08,1.73,东20舍406
01032562,陈家乐,男,2002-03-02,1.59,东5舍212
01032563,李元昊,男,2002-01-14,1.84,东20舍820
01032564,卢瑜晓,女,2005-08-01,1.78,东12舍710
01032565,郭聪,女,2005-09-25,1.68,东8舍604
01032566,冶艳蓉,女,2002-03-25,1.79,东14舍928
01032567,张璇,女,2005-06-02,1.72,东16舍528
01032568,叶豪,男,2002-09-04,1.59,东5舍117
01032569,林海涛,男,2004-01-01,1.65,东5舍630
01032570,吕俊宇,女,2004-03-11,1.81,东16舍211
01032571,王语妍,女,2003-03-20,1.59,东6舍331
01032572,雷宇骁,男,2005-03-30,1.58,东20舍433
01032573,王章杰,男,2005-09-15,1.81,东21舍501
01032574,柴逸伦,男,2003-07-11,1.69,东12舍426
01032575,付甜,女,2004-09-07,1.66,东8舍501
01032576,丁榕,女,2002-07-19,1.78,东4舍125
01032577,姜云燕,女,2003-07-22,1.76,东13舍916
01032578,罗琪,女,2002-01-30,1.8,东16舍702
01032579,付洋,女,2004-03-09,1.63,东13舍202
01032580,沈鸿,男,2002-08-31,1.71,东20舍305
01032581,刘茜,男,2004-04-15,1.62,东11舍813
01032582,王远,男,2005-07-16,1.86,东7舍822
01032583,樊文君,女,2004-01-10,1.63,东7舍326
01032584,邓雅心,女,2002-01-13,1.82,东14舍219
01032585,江翠雯,女,2005-10-02,1.72,东14舍620
01032586,卞爱迪,女,2004-12-28,1.82,东21舍721
01032587,周之仪,女,2002-08-25,1.63,东12舍707
01032588,何志扬,男,2005-11-05,1.67,东15舍809
01032589,龚岚岚,女,2004-11-21,1.61,东3舍329
01032590,鲁芮萌,女,2005-09-18,1.66,东15舍405
01032591,庄滢,女,2003-10-14,1.86,东18舍419
01032592,王则候,男,2003-09-10,1.77,东4舍421
01032593,平静,女,2003-07-11,1.83,东15舍923
01032594,王禹程,男,2004-09-24,1.82,东8舍919
01032595,张秀亭,女,2002-04-26,1.59,东15舍615
01032596,苏瞰,女,2003-08-01,1.58,东4舍929
01032597,刘璐,女,2005-05-23,1.77,东10舍402
01032598,邹玉洁,女,2005-11-03,1.84,东5舍522
01032599,史舟淼,女,2004-06-24,1.85,东1舍304
01032600,谢博涵,男,2003-11-27,1.7,东5舍305
01032601,方程,男,2004-08-07,1.79,东12舍127
01032602,凌子,女,2003-10-01,1.86,东3舍613
01032603,张雅,女,2003-02-25,1.61,东12舍833
01032604,何嘉勇,男,2002-02-15,1.72,东13舍608
01032605,李斌源,男,2002-01-20,1.64,东21舍809
01032606,席玮,女,2005-12-16,1.66,东9舍307
01032607,刁赫南,女,2005-06-25,1.72,东7舍514
01032608,朱婧姝,女,2002-05-24,1.86,东3舍106
01032609,李宇静,女,2003-03-13,1.69,东8舍318
01032610,邬昊天,男,2004-03-12,1.82,东14舍818
01032611,张晓岚,女,2005-11-16,1.69,东20舍832
01032612,赵玺玖,女,2005-01-29,1.87,东7舍319
01032613,林泽辉,男,2005-08-28,1.9,东20舍408
01032614,朱宏志,男,2002-10-21,1.61,东2舍514
01032615,龚月桢,女,2002-07-25,1.63,东1舍502
01032616,王晓涛,男,2004-05-24,1.67,东14舍915
01032617,刘畅,女,2003-04-13,1.77,东18舍426
01032618,李佳,女,2002-07-02,1.58,东7舍511
01032619,王宏臣,男,2005-02-20,1.79,东8舍104
01032620,李光玮,女,2002-09-13,1.89,东7舍119
01032621,胡颖聪,男,2002-03-04,1.63,东20舍417
01032622,高源,女,2002-11-07,1.64,东2舍131
01032623,蒋碧菡,女,2004-04-02,1.73,东20舍512
01032624,张思媛,女,2002-02-09,1.62,东6舍913
01032625,李卉,女,2002-09-18,1.9,东19舍210
01032626,贾玮,男,2004-08-05,1.66,东10舍712
01032627,赵桉露,女,2005-08-27,1.75,东15舍629
01032628,孔庆旭,男,2004-04-22,1.83,东19舍114
01032629,张琪琪,女,2005-03-31,1.74,东21舍424
01032630,李梦媛,女,2002-02-01,1.7,东10舍801
01032631,李昊宸,男,2003-06-21,1.87,东12舍213
01032632,孔宇涵,男,2003-06-20,1.85,东11舍123
01032633,何雨桥,男,2003-11-24,1.68,东10舍927
01032634,张荻琴,女,2003-08-10,1.88,东15舍631
01032635,王健,男,2005-01-21,1.85,东12舍825
01032636,李时嘉,男,2004-11-08,1.58,东6舍510
01032637,刘源,女,2003-01-01,1.79,东18舍817
01032638,黄俊豪,男,2005-11-26,1.59,东8舍215
01032639,聂自力,男,2002-06-27,1.85,东1舍619
01032640,王碧佳,女,2003-03-31,1.71,东15舍709
01032641,胡思远,男,2003-09-21,1.67,东20舍432
01032642,马茂原,男,2004-11-11,1.79,东8舍701
01032643,苏子辰,男,2004-07-04,1.75,东18舍205
01032644,李鑫,男,2003-02-10,1.72,东10舍712
01032645,陆浩威,男,2003-09-29,1.61,东3舍217
01032646,刘佳齐,女,2002-05-16,1.68,东20舍821
01032647,李秀坤,女,2002-09-07,1.8,东5舍118
01032648,陈步云,女,2005-10-15,1.83,东19舍717
01032649,刘小瑗,女,2003-01-09,1.59,东3舍427
01032650,王百意,男,2002-01-02,1.76,东20舍729
01032651,贾秀峰,男,2005-03-17,1.65,东21舍613
01032652,马培艺,女,2003-04-07,1.84,东20舍516
01032653,孙雯倩,女,2003-11-24,1.77,东18舍408
01032654,马怀波,男,2003-05-21,1.82,东10舍509
01032655,赵子安,男,2002-10-23,1.62,东17舍809
01032656,洪海燕,女,2003-12-23,1.84,东20舍232
01032657,徐莉,女,2003-08-23,1.85,东21舍410
01032658,王君毅鹏,男,2005-08-23,1.77,东15舍405
01032659,杨天,男,2005-05-22,1.83,东4舍931
01032660,相晓彤,女,2003-06-08,1.89,东12舍323
01032661,王亘之,男,2005-03-18,1.61,东20舍324
01032662,梁思宇,女,2004-07-31,1.69,东11舍332
01032663,邱亚楠,女,2005-11-19,1.62,东10舍630
01032664,吕秋虹,女,2005-03-10,1.81,东13舍213
01032665,杨知乐,男,2003-10-29,1.7,东12舍409
01032666,李柄桦,男,2004-01-07,1.8,东15舍510
01032667,赵达,男,2002-07-02,1.64,东20舍517
01032668,余昕越,男,2005-09-13,1.7,东5舍615
01032669,刘威,男,2002-10-23,1.71,东21舍810
01032670,石博文,女,2004-04-16,1.66,东3舍116
01032671,吴越,男,2003-07-21,1.9,东7舍628
01032672,张麦馨,女,2004-09-21,1.75,东12舍313
01032673,黄杨,男,2004-02-15,1.81,东7舍722
01032674,刘爱英,女,2005-11-20,1.79,东7舍224
01032675,魏奕鸣,男,2003-05-28,1.74,东2舍505
01032676,隆贞,女,2005-02-07,1.66,东10舍229
01032677,倪杨,男,2004-04-03,1.61,东12舍529
01032678,周璇,女,2005-05-03,1.64,东5舍331
01032679,于贺,男,2002-03-04,1.64,东6舍411
01032680,芦琦,男,2005-04-13,1.86,东8舍617
01032681,周承千,男,2002-06-20,1.78,东19舍309
01032682,葛盈泽,男,2005-11-27,1.78,东20舍812
01032683,郝羽倩,女,2003-04-13,1.6,东17舍728
01032684,储韵杨,女,2003-06-07,1.73,东11舍918
01032685,侯迎晖,女,2005-11-17,1.83,东3舍301
01032686,王一杰,男,2005-11-26,1.59,东3舍728
01032687,张耿宇,男,2004-09-16,1.86,东4舍207
01032688,薄乃元,女,2004-03-28,1.72,东5舍710
01032689,吴效瑜,女,2005-09-14,1.65,东15舍923
01032690,包诚杨,女,2005-08-09,1.69,东5舍824
01032691,左子烨,女,2004-02-17,1.74,东8舍904
01032692,方程,男,2005-03-27,1.88,东18舍519
01032693,丁世泉,男,2005-01-16,1.64,东2舍717
01032694,李勃,男,2003-02-15,1.69,东7舍902
01032695,侯迎晖,女,2003-02-26,1.82,东2舍823
01032696,沈鑫杰,男,2005-08-28,1.89,东2舍130
01032697,邱迪,男,2002-11-01,1.7,东11舍129
01032698,原冬雪,女,2005-09-26,1.9,东17舍708
01032699,马天翼,男,2002-07-02,1.86,东8舍228
01032700,谢铁华,女,2002-10-10,1.87,东12舍210
01032701,黄芳,女,2002-11-11,1.63,东14舍527
01032702,李丰,男,2004-11-05,1.64,东20舍415
01032703,张宸绪,男,2005-01-17,1.89,东8舍924
01032704,丁文杰,男,2003-04-01,1.75,东18舍930
01032705,黄羽丰,男,2005-08-24,1.64,东12舍330
01032706,于俊杰,男,2002-10-23,1.8,东6舍915
01032707,唐雁寒,女,2003-09-12,1.61,东18舍901
01032708,崔书哲,男,2002-09-24,1.88,东7舍110
01032709,周芯羽,女,2005-01-24,1.81,东1舍707
01032710,黄圣钰,女,2004-04-16,1.7,东10舍109
01032711,俞芬芬,女,2005-09-09,1.59,东5舍318
01032712,江小雨,女,2002-07-28,1.64,东7舍303
01032713,陈昊,女,2002-04-23,1.76,东4舍120
01032714,任宇,男,2002-12-30,1.63,东3舍803
01032715,关琳,女,2003-11-19,1.63,东14舍325
01032716,李永辉,男,2003-10-30,1.61,东20舍722
01032717,汪其霖,女,2004-10-03,1.63,东4舍802
01032718,周佳铭,女,2003-03-12,1.65,东3舍511
01032719,雷成,男,2005-02-28,1.76,东3舍306
01032720,陈怡丹,女,2005-09-13,1.58,东11舍630
01032721,张茂蕾,女,2004-09-14,1.76,东6舍411
01032722,韦沛良,男,2002-10-27,1.72,东6舍332
01032723,叶昊晟,男,2002-12-15,1.88,东20舍424
01032724,姚婉菲,女,2005-07-14,1.82,东7舍101
01032725,史博文,男,2002-01-29,1.78,东5舍125
01032726,石胜荣,男,2002-10-09,1.64,东6舍910
01032727,徐星宇,男,2002-12-13,1.62,东3舍208
01032728,郭顺,男,2003-02-13,1.86,东16舍601
01032729,刘佳茹,女,2003-11-30,1.87,东6舍619
01032730,苏子玮,男,2005-03-23,1.87,东8舍505
01032731,张潇,女,2004-07-24,1.87,东3舍824
01032732,尉方音,女,2004-06-09,1.75,东4舍910
01032733,谭丁,女,2003-08-02,1.73,东6舍628
01032734,柳丹,女,2005-09-12,1.69,东15舍333
01032735,朱猛,男,2003-10-18,1.61,东17舍528
01032736,陈泽宇,男,2004-09-25,1.83,东8舍728
01032737,司悦,女,2005-04-15,1.74,东2舍526
01032738,王雯静,女,2004-11-20,1.67,东21舍602
01032739,杜文逸,女,2005-09-06,1.8,东8舍608
01032740,徐润钧,男,2004-12-18,1.63,东4舍916
01032741,潘天宇,男,2003-12-16,1.7,东7舍407
01032742,白乔子,女,2004-06-25,1.72,东2舍212
01032743,李鹏鹏,男,2002-02-28,1.62,东18舍122
01032744,陈博,女,2002-01-17,1.67,东5舍326
01032745,李道真乐,女,2002-11-09,1.69,东13舍732
01032746,翟子涵,女,2002-02-15,1.76,东10舍113
01032747,彭琳,女,2002-06-06,1.64,东9舍710
01032748,王子鸣,男,2004-08-13,1.89,东12舍703
01032749,王淑婷,女,2005-08-25,1.58,东2舍507
01032750,卢菲,女,2002-05-12,1.77,东5舍313
01032751,吴炀,男,2005-05-05,1.69,东20舍112
01032752,封赋圣,男,2005-11-26,1.59,东12舍323
01032753,贾耀东,男,2002-04-01,1.68,东4舍303
01032754,王潇欧,女,2003-10-01,1.68,东12舍204
01032755,方皓,男,2005-03-05,1.72,东2舍619
01032756,石勇,男,2002-07-07,1.6,东15舍816
01032757,梁康,男,2003-01-04,1.68,东12舍909
01032758,马金兰,女,2003-08-19,1.84,东18舍606
01032759,钟宛蓉,女,2005-01-27,1.64,东16舍104
01032760,胡玥,女,2005-01-28,1.65,东20舍506
01032761,罗海燕,女,2002-09-13,1.89,东19舍210
01032762,羊宇翔,女,2002-02-09,1.64,东3舍218
01032763,郭伟,男,2002-01-23,1.61,东3舍209
01032764,陈秋怡,女,2004-12-27,1.68,东14舍402
01032765,张一鹏,男,2005-06-19,1.74,东3舍805
01032766,李啸坤,女,2005-12-26,1.81,东12舍205
01032767,卢俊宇,男,2003-09-15,1.79,东11舍212
01032768,胡啸,男,2004-09-07,1.83,东12舍519
01032769,齐思原,女,2005-05-12,1.77,东6舍627
01032770,叶余桦,男,2002-06-06,1.71,东17舍713
01032771,徐敏麗,女,2005-05-01,1.71,东11舍911
01032772,李楚楚,女,2004-06-23,1.72,东7舍319
01032773,杨贺羽,女,2002-08-19,1.68,东3舍833
01032774,张惟,女,2004-03-30,1.79,东13舍532
01032775,孟宪丰,男,2002-11-11,1.65,东17舍610
01032776,龙微,女,2005-12-30,1.61,东1舍821
01032777,吴岱,男,2003-03-19,1.75,东10舍807
01032778,韩佳欣,女,2002-11-30,1.89,东19舍507
01032779,李牧,男,2003-10-09,1.87,东4舍610
01032780,熊梓皓,男,2002-10-09,1.87,东2舍827
01032781,颜俏妮,女,2005-09-16,1.81,东10舍414
01032782,隆贞,女,2002-01-19,1.8,东1舍632
01032783,李秀萍,女,2003-03-27,1.81,东1舍909
01032784,任卓涵,男,2004-08-14,1.61,东1舍303
01032785,沙鹏举,男,2005-08-28,1.69,东15舍607
01032786,黄堃,男,2002-09-11,1.67,东21舍828
01032787,廖悦辰,女,2002-08-25,1.64,东2舍909
01032788,余文登,男,2002-12-16,1.89,东21舍216
01032789,李杨,女,2004-01-29,1.88,东10舍709
01032790,丁黎,女,2005-11-13,1.61,东2舍503
01032791,韦微,女,2003-12-30,1.83,东19舍805
01032792,史歆乐,女,2002-03-17,1.61,东4舍128
01032793,郭子叶,女,2002-05-14,1.78,东13舍407
01032794,李贺,男,2005-09-15,1.67,东14舍227
01032795,朱美静,女,2002-02-25,1.84,东19舍513
01032796,张宇,女,2004-01-18,1.65,东5舍702
01032797,孙安临,男,2005-08-06,1.64,东20舍921
01032798,朱丹,女,2003-11-02,1.77,东17舍106
01032799,熊玉民,男,2005-09-04,1.84,东16舍418
01032800,王立明,男,2005-01-26,1.58,东21舍718
01032801,郑晨,男,2002-04-22,1.62,东16舍609
01032802,曹华,女,2004-07-26,1.66,东14舍430
01032803,李刚,男,2004-07-20,1.71,东20舍528
01032804,李悦,女,2005-04-16,1.85,东21舍913
01032805,李程,女,2002-03-19,1.73,东19舍433
01032806,程启问,男,2002-01-20,1.84,东13舍907
01032807,于洁琼,女,2003-11-15,1.84,东5舍913
01032808,洪海燕,女,2003-07-27,1.65,东11舍508
01032809,王瑾晔,女,2004-01-16,1.8,东20舍133
01032810,刘阳,女,2004-05-06,1.87,东6舍530
01032811,张鸿浩,男,2004-12-30,1.67,东10舍630
01032812,李赫,男,2002-02-05,1.81,东1舍930
01032813,李颖,女,2004-10-12,1.7,东14舍229
01032814,郭心慧,女,2003-12-07,1.62,东7舍409
01032815,李雪,女,2005-11-11,1.9,东2舍515
01032816,常昕,女,2002-05-22,1.84,东16舍116
01032817,高步云,男,2005-07-15,1.78,东21舍125
01032818,贾茗凯,男,2004-11-16,1.86,东1舍608
01032819,刘慧宇,女,2003-10-29,1.86,东4舍812
01032820,成自然,女,2003-11-28,1.83,东21舍723
01032821,蔡季桐,女,2005-06-23,1.67,东8舍133
01032822,相成,男,2003-10-27,1.9,东15舍725
01032823,辛文磊,男,2005-01-05,1.71,东14舍529
01032824,吴永辉,男,2003-10-06,1.69,东21舍815
01032825,唐也栋,女,2004-01-17,1.64,东17舍730
01032826,周熙霖,男,2004-06-03,1.77,东9舍921
01032827,周婧,女,2005-04-30,1.89,东4舍324
01032828,乔悦,女,2002-07-22,1.77,东21舍333
01032829,南春星,男,2002-08-02,1.83,东13舍633
01032830,邱太保,男,2002-06-28,1.82,东19舍401
01032831,唐惠钰,女,2004-10-11,1.77,东10舍404
01032832,冯志倩,女,2002-02-26,1.82,东17舍703
01032833,陈哲,男,2002-04-04,1.65,东1舍923
01032834,罗颖,女,2002-12-05,1.58,东21舍827
01032835,刘含,女,2003-11-08,1.82,东19舍415
01032836,栗菲,男,2002-07-30,1.63,东14舍908
01032837,陈舒歆,女,2004-11-13,1.63,东21舍733
01032838,李俊慧,男,2005-07-23,1.58,东6舍924
01032839,孙倩钰,女,2005-04-12,1.83,东21舍526
01032840,卢坤,女,2004-01-23,1.72,东18舍216
01032841,李虹暾,女,2005-09-24,1.72,东19舍905
01032842,孙馨,女,2002-03-11,1.78,东6舍203
01032843,许婧怡,女,2002-09-13,1.75,东7舍711
01032844,陶晓燕,女,2005-01-31,1.79,东16舍417
01032845,李婧,女,2005-07-23,1.83,东5舍313
01032846,向南兴,女,2002-11-30,1.87,东3舍104
01032847,林忻,女,2004-01-19,1.68,东8舍317
01032848,张家豪,男,2002-01-08,1.73,东9舍633
01032849,刘桂,女,2002-10-20,1.73,东14舍810
01032850,尹冲,男,2003-11-01,1.77,东19舍707
01032851,端木顺雨,女,2004-10-28,1.76,东7舍929
01032852,龚琼,女,2002-05-29,1.82,东9舍919
01032853,刘山河,男,2002-09-04,1.7,东14舍227
01032854,连曾,男,2003-04-28,1.62,东3舍820
01032855,翁文海,男,2005-01-17,1.89,东9舍112
01032856,李响,女,2005-03-03,1.83,东13舍601
01032857,刘自晓,男,2005-09-10,1.58,东2舍814
01032858,巫子涵,男,2004-12-20,1.86,东6舍212
01032859,范盈盈,女,2003-09-07,1.79,东9舍414
01032860,万芸芸,女,2003-03-21,1.82,东12舍918
01032861,王佳颖,女,2002-03-06,1.89,东19舍333
01032862,鲍文明,女,2005-05-13,1.6,东8舍201
01032863,陈航,男,2004-05-23,1.89,东18舍733
01032864,张志豪,男,2005-07-09,1.86,东1舍418
01032865,卜一擘,女,2005-08-03,1.88,东21舍923
01032866,段松儒,男,2003-01-23,1.85,东14舍524
01032867,来天成,男,2002-01-02,1.87,东2舍623
01032868,钟大泽,男,2002-11-18,1.76,东11舍330
01032869,张钰,男,2002-08-21,1.7,东15舍504
01032870,翟纯玉,男,2002-07-18,1.67,东1舍430
01032871,伊乐,女,2003-04-29,1.74,东14舍430
01032872,盛志璇,女,2005-07-24,1.69,东21舍330
01032873,陈茜,女,2002-07-14,1.86,东4舍218
01032874,庄泽浩,男,2003-09-12,1.68,东21舍933
01032875,刘艳芳,女,2005-05-15,1.76,东6舍227
01032876,宋苑,女,2004-02-10,1.87,东10舍603
01032877,李松石,女,2004-11-25,1.68,东18舍224
01032878,王妍玫,女,2002-01-17,1.79,东4舍626
01032879,邓承斯,女,2004-08-24,1.89,东1舍127
01032880,许文贤,女,2004-01-17,1.64,东8舍622
01032881,杨洛,男,2003-11-14,1.64,东21舍303
01032882,狄则徐,男,2004-01-30,1.89,东13舍225
01032883,王凯,男,2003-08-13,1.79,东13舍418
01032884,韩家宝,男,2002-05-05,1.7,东18舍224
01032885,林晓蓉,女,2004-01-02,1.62,东14舍413
01032886,雷天浩,男,2003-12-20,1.59,东7舍222
01032887,孙晓晗,女,2002-10-11,1.59,东3舍229
01032888,王斯珏,女,2005-03-12,1.89,东10舍510
01032889,张璐,女,2003-09-02,1.88,东16舍430
01032890,祝贝妮,女,2003-01-08,1.71,东14舍217
01032891,虞志刚,男,2003-05-30,1.88,东4舍630
01032892,李贺,男,2004-04-23,1.63,东18舍318
01032893,张旭东,男,2003-12-23,1.69,东2舍529
01032894,李彦伯,男,2003-11-21,1.79,东2舍101
01032895,程爱窈,女,2004-01-11,1.8,东12舍933
01032896,吴晨曦,女,2003-06-18,1.81,东11舍615
01032897,王紫萱,女,2005-12-31,1.79,东9舍814
01032898,闫晓岑,女,2003-08-06,1.64,东13舍905
01032899,胥晓宇,男,2004-06-04,1.76,东15舍332
01032900,贾玉钰,女,2003-09-07,1.76,东15舍913
01032901,涛兰,女,2005-06-10,1.67,东6舍315
01032902,冯志倩,女,2003-12-30,1.67,东12舍130
01032903,高玮,男,2003-02-25,1.71,东14舍106
01032904,赵华南,男,2003-01-12,1.88,东19舍510
01032905,涂俊星,男,2002-01-04,1.7,东14舍416
01032906,张正圆,男,2004-12-13,1.59,东20舍233
01032907,刘晓凤,女,2002-04-03,1.73,东7舍420
01032908,廖茂翌,男,2002-08-15,1.59,东1舍601
01032909,刘罗颢,男,2002-04-06,1.7,东4舍717
01032910,吴铭,男,2005-03-21,1.88,东20舍918
01032911,赵子溢,男,2004-12-08,1.59,东21舍724
01032912,张元雪,女,2002-09-14,1.84,东13舍408
01032913,解雪,女,2003-10-11,1.88,东9舍729
01032914,陈阳皓月,女,2004-09-11,1.67,东18舍214
01032915,张旭,男,2004-09-02,1.63,东21舍628
